delta;theta;resp;error;rt;obs;block;range;mindelta;study;experiment;stimulus
130;254.947385267211;249.876355638178;-5.07102962903349;1.2286223810006;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-50;304.947385267211;298.311649420084;-6.63573584712742;0.924973233999481;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-160;104.947385267211;108.44673322825;3.49934796103896;1.66664017199946;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
40;64.9473852672111;77.2858839319314;12.3384986647203;1.04907908699897;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-50;114.947385267211;122.741810177612;7.79442491040081;1.33381669799928;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
0;332.73279125273;325.818034760108;-6.91475649262117;1.3410765769986;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-60;32.7327912527296;38.3974091352328;5.66461788250317;1.88443208700119;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
10;22.7327912527296;35.5950591209803;12.8622678682507;1.22519059000115;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
120;262.73279125273;251.17838445825;-11.5544067944793;1.78968309300035;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-40;302.73279125273;293.337715197216;-9.39507605551313;0.849232646000019;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
20;282.73279125273;278.496413846568;-4.23637740616203;0.824384602001373;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
20;262.73279125273;247.060144313471;-15.6726469392586;0.984155318001285;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-40;302.73279125273;274.194956859786;-28.5378343929433;1.2018289330008;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-80;22.7327912527296;17.1970449146325;-5.53574633809707;1.16163842899914;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
160;222.73279125273;201.956678136199;-20.7761131165304;1.64133529299943;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
170;52.7327912527296;52.7794593663086;0.046668113579031;1.35880574999828;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-140;192.73279125273;188.033420438822;-4.69937081390731;2.97570773500047;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
40;152.73279125273;152.747260562722;0.0144693099927622;1.41676815399842;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-130;282.73279125273;288.418883084626;5.68609183189591;0.691195079998579;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
160;122.73279125273;118.798837059962;-3.93395419276752;1.09896786600075;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-100;222.73279125273;221.13461311917;-1.59817813355954;1.05842167099763;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
50;172.73279125273;181.783338126881;9.05054687415117;2.32563493500129;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-50;222.73279125273;207.765851823237;-14.9669394294925;1.40012394599762;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
0;222.73279125273;212.896994416018;-9.83579683671203;1.3333234549973;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-110;332.73279125273;316.773069805864;-15.9597214468653;0.924371940000128;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-90;62.7327912527296;56.8460372842063;-5.88675396852335;0.894756660996791;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-140;202.73279125273;209.502468642735;6.76967739000509;1.77499718699983;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
80;122.73279125273;132.605116842988;9.8723255902583;1.18358326399903;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-60;182.73279125273;180.626435983928;-2.10635526880179;0.867324091999762;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
110;72.7327912527296;78.9783722797373;6.24558102700766;1.82570735399713;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
60;12.7327912527296;10.3922066771679;-2.34058457556172;1.34242116899986;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-10;22.7327912527296;17.8055158741256;-4.92727537860402;1.3162631899977;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
10;12.7327912527296;21.1670002831288;8.43420903039915;0.999734078999609;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
60;312.73279125273;303.112906814142;-9.61988443858723;0.841072014001838;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-150;102.73279125273;119.114068238468;16.3812769857384;1.04338974199709;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
120;342.73279125273;304.621295010091;-38.1114962426387;0.933131213001616;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
30;312.73279125273;304.065706193839;-8.66708505889062;1.60853222800142;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-80;32.7327912527296;25.7083557059082;-7.02443554682138;1.85810541899991;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
90;302.73279125273;299.248447794277;-3.48434345845305;1.65002277800158;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-60;2.73279125272961;2.38986224695348;-0.342929005776128;1.68280768499972;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-30;32.7327912527296;35.63822734931;2.90543609658037;1.62598295700082;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-130;162.73279125273;158.257976364922;-4.47481488780798;0.957859751000797;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-120;282.73279125273;277.479339734733;-5.25345151799672;1.26756805600235;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-160;82.7327912527296;86.3721266730194;3.63933542028974;1.02571436899962;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
40;42.7327912527296;47.93621413587;5.20342288314037;1.20038163999925;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
60;342.73279125273;313.093387836544;-29.6394034161859;1.10817078699984;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
10;332.73279125273;317.563358265004;-15.1694329877257;1.37765724400015;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
180;152.73279125273;143.91961091318;-8.81318033954975;1.00788031899719;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
120;32.7327912527296;35.1339419941825;2.40115074145289;0.99922761900234;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
0;32.7327912527296;46.3637939553912;13.6310027026616;1.3835194409985;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
140;252.73279125273;239.308876129257;-13.4239151234727;1.57505222500185;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
110;142.73279125273;143.567798185943;0.835006933213663;0.79078954400029;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
70;72.7327912527296;67.0783526962839;-5.65443855644573;1.27433527500034;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
140;292.73279125273;290.577594774417;-2.15519647831275;0.624795040999743;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
160;132.73279125273;128.658336905653;-4.07445434707691;1.16614040599961;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
170;322.73279125273;299.591347180144;-23.141444072586;0.941858993999631;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
150;172.73279125273;158.53711407528;-14.1956771774494;1.35977767099757;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
70;102.73279125273;125.361166398712;22.6283751459819;0.892080147998058;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
170;292.73279125273;316.056761497734;23.3239702450048;2.57837341599952;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-180;112.73279125273;106.580741840646;-6.15204941208334;0.708794189002219;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
90;22.7327912527296;20.4828485770772;-2.24994267565238;1.25024738100183;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-70;92.7327912527296;104.564132731039;11.8313414783089;0.757649065002624;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
110;342.73279125273;334.383153866081;-8.34963738664851;1.10823183100001;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-110;92.7327912527296;99.8164148453311;7.08362359260147;1.06694935000269;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
30;62.7327912527296;42.047692218822;-20.6850990339077;1.15944256099829;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-150;212.73279125273;212.000290793109;-0.732500459620724;0.741225228000985;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-90;302.73279125273;304.961256991487;2.22846573875734;1.33450591599831;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-120;62.7327912527296;47.8430758682615;-14.8897153844681;1.48613850900074;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-50;112.73279125273;138.857978108387;26.1251868556573;0.95360440299919;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
40;72.7327912527296;74.343572923748;1.61078167101834;2.99575473400182;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-30;102.73279125273;90.755689468923;-11.9771017838066;0.933328160001111;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-180;282.73279125273;290.787430763567;8.05463951083692;2.97609027599901;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
50;232.73279125273;226.96301337089;-5.76977788183919;1.45782069600318;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-160;32.7327912527296;43.7568870408734;11.0240957881438;1.60834983899986;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
90;302.73279125273;297.506936918159;-5.22585433457056;1.39977284799897;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-140;82.7327912527296;86.9860099230132;4.25321867028362;1.03375836299892;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
20;62.7327912527296;68.2097578301998;5.47696657747019;1.62506044499969;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
150;272.73279125273;260.121155753216;-12.6116354995137;0.967155709000508;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-90;2.73279125272961;353.802240774658;-8.93055047807189;1.02476850099993;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
130;232.73279125273;226.598258154368;-6.1345330983612;1.34529048100012;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
80;152.73279125273;164.826461059522;12.0936698067927;1.74979453899869;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-130;282.73279125273;293.752829844343;11.0200385916137;1.39148978899902;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
100;182.73279125273;199.111412525302;16.3786212725728;0.999504154999158;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-80;262.73279125273;250.738062119917;-11.994729132813;1.92512725800043;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-160;62.7327912527296;65.0026937359089;2.26990248317928;1.08303257499938;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-20;82.7327912527296;76.7314621628049;-6.00132908992472;1.12457361099951;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
50;32.7327912527296;59.494068281072;26.7612770283424;1.09985720999975;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-150;182.73279125273;179.094508033584;-3.63828321914545;3.94271853300233;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-180;2.73279125272961;5.82590020351918;3.09310895078957;1.20249892300126;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-110;112.73279125273;116.957340474367;4.2245492216377;0.703543578998506;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
80;32.7327912527296;25.685239349103;-7.04755190362658;1.87099228100124;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-170;202.73279125273;210.845281465906;8.11249021317636;2.1912036520007;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-170;12.7327912527296;23.7748084316936;11.042017178964;1.92589298999883;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
30;342.73279125273;338.016081560762;-4.7167096919672;0.850240635001683;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
140;202.73279125273;214.320464722489;11.5876734697593;0.849954688001162;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-170;12.7327912527296;28.7996654679259;16.0668742151963;0.899823411000398;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
130;242.73279125273;222.784654182362;-19.9481370703673;1.14982794699972;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-100;342.73279125273;329.09928203806;-13.6335092146699;3.02640565500042;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
100;242.73279125273;234.605816412057;-8.12697484067255;1.49189667699829;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
180;62.7327912527296;61.6393198521128;-1.0934714006168;0.83496435699999;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-120;182.73279125273;168.842729432605;-13.8900618201249;0.72942949299977;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-20;202.73279125273;207.582500927862;4.8497096751326;1.29969961399911;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
150;52.7327912527296;50.878595706266;-1.8541955464636;1.27520822599763;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-20;72.7327912527296;62.1110129418317;-10.6217783108979;1.12507144000119;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-10;82.7327912527296;87.3891770229497;4.65638577022007;1.66649568800131;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
180;262.73279125273;255.495733691821;-7.23705756090828;1.63296039600027;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-70;332.73279125273;317.105230703407;-15.6275605493223;0.916435978000663;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-30;2.73279125272961;347.835270866807;-14.8975203859227;1.31068798900014;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-10;12.7327912527296;7.09763672463563;-5.63515452809398;1.72535232899827;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
0;12.7327912527296;6.34744070582987;-6.38535054689974;1.69435559499834;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
130;242.73279125273;225.595885050989;-17.1369062017405;1.45918951199928;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
70;172.73279125273;171.299283517732;-1.43350773499725;0.99613718999899;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-50;222.73279125273;221.167977955712;-1.56481329701728;1.07411947599758;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-40;262.73279125273;256.153070349471;-6.57972090325853;1.50842952300081;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-100;2.73279125272961;3.83453960513953;1.10174835240991;1.56594778100043;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
100;262.73279125273;257.920255658365;-4.81253559436487;0.882993690000148;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
-70;332.73279125273;306.382072082442;-26.3507191702878;1.18424496100124;1;3;360;-180;Moon et al. (2023);Experiment 2;Motion
0;282.223093365947;274.683893830253;-7.53919953569425;0.888986294998176;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
0;282.223093365947;282.644956190855;0.421862824907919;1.5329147070006;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
-50;332.223093365947;304.377365107923;-27.8457282580236;1.66681046899976;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
-100;72.2230933659468;67.8806371764177;-4.3424561895291;1.0000396760006;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
80;352.223093365947;332.70993307919;-19.5131602867563;0.917367911999463;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
90;262.223093365947;262.254944130818;0.031850764871308;2.08409335499891;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
-40;302.223093365947;299.632525180177;-2.59056818576937;1.23519272700287;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
90;212.223093365947;218.966395173844;6.74330180789741;3.13643716799925;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
60;152.223093365947;159.393514237411;7.17042087146376;1.40513662000012;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
-30;182.223093365947;152.159476173521;-30.0636171924258;1.95832719900136;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
0;182.223093365947;169.109555455694;-13.1135379102525;1.12549244800175;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
110;72.2230933659468;63.1909039721957;-9.03218939375111;0.999982662000548;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
-110;182.223093365947;165.841133328147;-16.3819600377995;1.28240648600331;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
120;62.2230933659468;63.0637070667405;0.840613700793718;0.941323841001577;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
-170;232.223093365947;237.745026443341;5.52193307739441;1.42536920299972;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
-40;272.223093365947;284.839939161913;12.6168457959661;1.4177312339998;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
-70;342.223093365947;312.862409352878;-29.3606840130691;1.54229824800132;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
-50;32.2230933659468;25.4709070460456;-6.75218631990116;1.41922877299658;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
160;232.223093365947;229.43867160737;-2.7844217585766;1.02059202400051;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
-150;22.2230933659468;43.9111922912094;21.6880989252626;1.59079763499903;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
-130;152.223093365947;138.288335728982;-13.9347576369651;0.966211268001643;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
180;332.223093365947;319.308399382039;-12.9146939839076;1.64139710200106;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
170;162.223093365947;145.072082989692;-17.1510103762551;0.766695408001397;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
100;62.2230933659468;64.5080600779278;2.284966711981;1.36765142399963;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
-30;92.2230933659468;104.033114773586;11.8100214076393;1.18331945300088;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
-70;162.223093365947;135.850814125792;-26.3722792401552;0.891659937999066;1;4;360;-180;Moon et al. (2023);Experiment 2;Motion
